FIPS,NAICS2017,NAICS2017_LABEL,n
31079,7224,Drinking places (alcoholic beverages),20
31131,4451,Grocery stores,3
31131,44511,Supermarkets and other grocery (except convenience) stores,3
31131,722,Food services and drinking places,34
31131,7224,Drinking places (alcoholic beverages),8
31145,4453,"Beer, wine, and liquor stores",3
31145,722,Food services and drinking places,29
31027,4451,Grocery stores,4
31027,44511,Supermarkets and other grocery (except convenience) stores,4
31027,722,Food services and drinking places,15
31045,722,Food services and drinking places,29
31045,7224,Drinking places (alcoholic beverages),4
31097,722,Food services and drinking places,6
31033,4451,Grocery stores,4
31033,44511,Supermarkets and other grocery (except convenience) stores,4
31033,722,Food services and drinking places,30
31033,7224,Drinking places (alcoholic beverages),4
31047,4451,Grocery stores,4
31047,44511,Supermarkets and other grocery (except convenience) stores,3
31047,722,Food services and drinking places,52
31047,7224,Drinking places (alcoholic beverages),4
31071,722,Food services and drinking places,6
31125,722,Food services and drinking places,8
31133,722,Food services and drinking places,3
31167,722,Food services and drinking places,4
31175,4451,Grocery stores,3
31175,44511,Supermarkets and other grocery (except convenience) stores,3
31175,722,Food services and drinking places,9
31183,722,Food services and drinking places,3
32001,4451,Grocery stores,5
32001,722,Food services and drinking places,41
32001,7224,Drinking places (alcoholic beverages),6
32005,4451,Grocery stores,11
32005,44511,Supermarkets and other grocery (except convenience) stores,4
32005,4453,"Beer, wine, and liquor stores",6
32005,722,Food services and drinking places,117
32005,7224,Drinking places (alcoholic beverages),14
32015,4451,Grocery stores,4
32015,722,Food services and drinking places,14
32027,722,Food services and drinking places,5
32011,722,Food services and drinking places,4
32013,4451,Grocery stores,4
32013,44511,Supermarkets and other grocery (except convenience) stores,3
32013,722,Food services and drinking places,40
32013,7224,Drinking places (alcoholic beverages),6
32021,722,Food services and drinking places,7
32021,7224,Drinking places (alcoholic beverages),3
32033,4451,Grocery stores,5
32033,44511,Supermarkets and other grocery (except convenience) stores,4
32033,722,Food services and drinking places,23
32033,7224,Drinking places (alcoholic beverages),4
32007,4451,Grocery stores,15
32007,44511,Supermarkets and other grocery (except convenience) stores,11
32007,4453,"Beer, wine, and liquor stores",4
32007,722,Food services and drinking places,104
32007,7224,Drinking places (alcoholic beverages),17
32017,4451,Grocery stores,5
32017,44511,Supermarkets and other grocery (except convenience) stores,4
32017,722,Food services and drinking places,5
32017,7224,Drinking places (alcoholic beverages),3
32023,4451,Grocery stores,10
32023,44511,Supermarkets and other grocery (except convenience) stores,6
32023,4453,"Beer, wine, and liquor stores",3
32023,722,Food services and drinking places,61
32023,7224,Drinking places (alcoholic beverages),11
32029,722,Food services and drinking places,12
32029,7224,Drinking places (alcoholic beverages),3
32031,4451,Grocery stores,126
32031,44511,Supermarkets and other grocery (except convenience) stores,63
32031,4453,"Beer, wine, and liquor stores",30
32031,722,Food services and drinking places,1050
32031,7224,Drinking places (alcoholic beverages),122
32003,4451,Grocery stores,385
32003,44511,Supermarkets and other grocery (except convenience) stores,215
32003,4453,"Beer, wine, and liquor stores",100
32003,722,Food services and drinking places,4574
32003,7224,Drinking places (alcoholic beverages),452
32510,4451,Grocery stores,17
32510,44511,Supermarkets and other grocery (except convenience) stores,9
32510,4453,"Beer, wine, and liquor stores",6
32510,722,Food services and drinking places,151
32510,7224,Drinking places (alcoholic beverages),17
32019,4451,Grocery stores,15
32019,44511,Supermarkets and other grocery (except convenience) stores,7
32019,4453,"Beer, wine, and liquor stores",4
32019,722,Food services and drinking places,64
32019,7224,Drinking places (alcoholic beverages),9
33005,4451,Grocery stores,28
33005,44511,Supermarkets and other grocery (except convenience) stores,14
33005,4453,"Beer, wine, and liquor stores",8
33005,722,Food services and drinking places,165
33005,7224,Drinking places (alcoholic beverages),5
33013,4451,Grocery stores,34
33013,44511,Supermarkets and other grocery (except convenience) stores,21
33013,4453,"Beer, wine, and liquor stores",9
33013,722,Food services and drinking places,301
33009,4451,Grocery stores,46
33009,44511,Supermarkets and other grocery (except convenience) stores,31
33009,4453,"Beer, wine, and liquor stores",11
33009,722,Food services and drinking places,294
33015,4451,Grocery stores,93
33015,44511,Supermarkets and other grocery (except convenience) stores,43
33015,4453,"Beer, wine, and liquor stores",20
33015,722,Food services and drinking places,833
33015,7224,Drinking places (alcoholic beverages),4
33001,4451,Grocery stores,18
33001,44511,Supermarkets and other grocery (except convenience) stores,12
33001,4453,"Beer, wine, and liquor stores",4
33001,722,Food services and drinking places,189
33019,4451,Grocery stores,10
33019,44511,Supermarkets and other grocery (except convenience) stores,6
33019,722,Food services and drinking places,59
33011,4451,Grocery stores,134
33011,44511,Supermarkets and other grocery (except convenience) stores,67
33011,4453,"Beer, wine, and liquor stores",22
33011,722,Food services and drinking places,893
33011,7224,Drinking places (alcoholic beverages),11
33017,4451,Grocery stores,43
33017,44511,Supermarkets and other grocery (except convenience) stores,20
33017,4453,"Beer, wine, and liquor stores",7
33017,722,Food services and drinking places,264
33007,4451,Grocery stores,15
33007,44511,Supermarkets and other grocery (except convenience) stores,11
33007,4453,"Beer, wine, and liquor stores",6
33007,722,Food services and drinking places,70
33003,4451,Grocery stores,29
33003,44511,Supermarkets and other grocery (except convenience) stores,17
33003,4453,"Beer, wine, and liquor stores",6
33003,722,Food services and drinking places,182
34025,4451,Grocery stores,271
34025,44511,Supermarkets and other grocery (except convenience) stores,150
34025,4453,"Beer, wine, and liquor stores",136
34025,722,Food services and drinking places,1775
34025,7224,Drinking places (alcoholic beverages),69
34021,4451,Grocery stores,184
34021,44511,Supermarkets and other grocery (except convenience) stores,120
34021,4453,"Beer, wine, and liquor stores",81
34021,722,Food services and drinking places,822
34021,7224,Drinking places (alcoholic beverages),35
34037,4451,Grocery stores,51
34037,44511,Supermarkets and other grocery (except convenience) stores,30
34037,4453,"Beer, wine, and liquor stores",33
34037,722,Food services and drinking places,265
34037,7224,Drinking places (alcoholic beverages),9
34011,4451,Grocery stores,67
34011,44511,Supermarkets and other grocery (except convenience) stores,41
34011,4453,"Beer, wine, and liquor stores",28
34011,722,Food services and drinking places,228
34011,7224,Drinking places (alcoholic beverages),14
34035,4451,Grocery stores,116
34035,44511,Supermarkets and other grocery (except convenience) stores,70
34035,4453,"Beer, wine, and liquor stores",46
34035,722,Food services and drinking places,790
34035,7224,Drinking places (alcoholic beverages),12
34013,4451,Grocery stores,450
34013,44511,Supermarkets and other grocery (except convenience) stores,353
34013,4453,"Beer, wine, and liquor stores",186
34013,722,Food services and drinking places,1682
34013,7224,Drinking places (alcoholic beverages),93
34029,4451,Grocery stores,192
34029,44511,Supermarkets and other grocery (except convenience) stores,99
34029,4453,"Beer, wine, and liquor stores",90
34029,722,Food services and drinking places,1182
34029,7224,Drinking places (alcoholic beverages),28
34001,4451,Grocery stores,116
34001,44511,Supermarkets and other grocery (except convenience) stores,77
34001,4453,"Beer, wine, and liquor stores",57
34001,722,Food services and drinking places,702
34001,7224,Drinking places (alcoholic beverages),39
34015,4451,Grocery stores,110
34015,44511,Supermarkets and other grocery (except convenience) stores,47
34015,4453,"Beer, wine, and liquor stores",39
34015,722,Food services and drinking places,531
34015,7224,Drinking places (alcoholic beverages),16
34023,4451,Grocery stores,378
34023,44511,Supermarkets and other grocery (except convenience) stores,227
34023,4453,"Beer, wine, and liquor stores",139
34023,722,Food services and drinking places,1753
34023,7224,Drinking places (alcoholic beverages),86
34033,4451,Grocery stores,23
34033,44511,Supermarkets and other grocery (except convenience) stores,10
34033,4453,"Beer, wine, and liquor stores",12
34033,722,Food services and drinking places,95
34033,7224,Drinking places (alcoholic beverages),7
34031,4451,Grocery stores,292
34031,44511,Supermarkets and other grocery (except convenience) stores,230
34031,4453,"Beer, wine, and liquor stores",144
34031,722,Food services and drinking places,1038
34031,7224,Drinking places (alcoholic beverages),84
34009,4451,Grocery stores,50
34009,44511,Supermarkets and other grocery (except convenience) stores,33
34009,4453,"Beer, wine, and liquor stores",22
34009,722,Food services and drinking places,657
34009,7224,Drinking places (alcoholic beverages),25
34007,4451,Grocery stores,235
34007,44511,Supermarkets and other grocery (except convenience) stores,138
34007,4453,"Beer, wine, and liquor stores",91
34007,722,Food services and drinking places,1021
34007,7224,Drinking places (alcoholic beverages),51
34003,4451,Grocery stores,369
34003,44511,Supermarkets and other grocery (except convenience) stores,249
34003,4453,"Beer, wine, and liquor stores",174
34003,722,Food services and drinking places,2517
34003,7224,Drinking places (alcoholic beverages),66
34039,4451,Grocery stores,248
34039,44511,Supermarkets and other grocery (except convenience) stores,155
34039,4453,"Beer, wine, and liquor stores",125
34039,722,Food services and drinking places,1217
34039,7224,Drinking places (alcoholic beverages),55
34041,4451,Grocery stores,35
34041,44511,Supermarkets and other grocery (except convenience) stores,21
34041,4453,"Beer, wine, and liquor stores",25
34041,722,Food services and drinking places,244
34041,7224,Drinking places (alcoholic beverages),12
34017,4451,Grocery stores,381
34017,44511,Supermarkets and other grocery (except convenience) stores,255
